node_1,node_2,edge,chunk_id
Pre-maintenance technical condition assessment,Maintenance Technical Preparation Work,isPartOf,116
Maintenance-related technical documents,Maintenance Technical Preparation Work,isPartOf,116
Standardization of Maintenance Procedures,Maintenance Technical Preparation Work,isSubsectionOf,116
Typical maintenance procedures,Standardization of Maintenance Procedures,isPartOf,116
Dedicated maintenance procedures,Standardization of Maintenance Procedures,isPartOf,116
Typical maintenance procedures,Common wear-and-tear scenarios,appliesTo,116
Dedicated maintenance procedures,Specific equipment model,appliesTo,116
Wear-and-tear,FailureMode,classifiedAs,116
Typical maintenance procedures,Broad guidance but lacks specificity,hasProperty,116
Dedicated maintenance procedures,Tailored to actual wear-and-tear conditions,hasProperty,116
Maintenance procedures,Standardized procedural practices,canBeMaintainedBy,116
Key Points for Process Specification Work,English technical document,isSubsectionOf,117
Disassembly process,Key Points for Process Specification Work,isSubsectionOf,117
Parts cleaning process,Key Points for Process Specification Work,isSubsectionOf,117
Repair Processes for Typical Components,Key Points for Process Specification Work,isSubsectionOf,117
Disassembly process,Mechanical Equipment,contains,117
Disassembly process,Precision Equipment,contains,117
Disassembly process,Dismantling Process Specifications,contains,117
Disassembly process,Safety,contains,117
Disassembly process,Lifting Equipment,contains,117
Disassembly process,Tools,contains,117
Parts cleaning process,Cleaning Agent,contains,117
Repair Processes for Typical Components,Machine Beds,contains,117
Repair Processes for Typical Components,Housings,contains,117
Repair Processes for Typical Components,Worktables,contains,117
Repair Processes for Typical Components,Large Rotating Components,contains,117
Repair Processes for Typical Components,Maintenance Process Procedure,contains,117
Repair Processes for Typical Components,Process Cards,contains,117
Mechanical Equipment,Equipment,classifiedAs,117
Precision Equipment,Equipment,classifiedAs,117
Dismantling Process Specifications,MaintenanceMethod,classifiedAs,117
Safety,EnvironmentalFactor,classifiedAs,117
Lifting Equipment,Equipment,classifiedAs,117
Tools,Equipment,classifiedAs,117
Cleaning Agent,Material,classifiedAs,117
Machine Beds,Component,classifiedAs,117
Housings,Component,classifiedAs,117
Worktables,Component,classifiedAs,117
Large Rotating Components,Component,classifiedAs,117
Maintenance Process Procedure,MaintenanceMethod,classifiedAs,117
Process Cards,MaintenanceMethod,classifiedAs,117
Improper disassembly,Failure,causes,117
Failure,Precision Equipment,appliesTo,117
Machine Beds,Mechanical Equipment,isPartOf,117
Housings,Mechanical Equipment,isPartOf,117
Worktables,Mechanical Equipment,isPartOf,117
Large Rotating Components,Mechanical Equipment,isPartOf,117
Dismantling Process Specifications,Key and precision equipment,canBeMaintainedBy,117
Parts cleaning process,cleaning method,hasProperty,117
Parts cleaning process,cleaning procedure,hasProperty,117
Parts cleaning process,cleaning parameters,hasProperty,117
Parts cleaning process,cleaning quality,hasProperty,117
Process Cards,Part name,hasProperty,117
Process Cards,Drawing number,hasProperty,117
Process Cards,Material and properties,hasProperty,117
Process Cards,Part defect indication diagram,hasProperty,117
Failure,Improper disassembly,isInfluencedBy,117
Repair and Assembly Processes,Quality Management of Equipment Maintenance,isSubsectionOf,118
Repair and Assembly Processes,repair sequence,contains,118
Repair and Assembly Processes,repair methods,contains,118
Repair and Assembly Processes,dimension chain analysis,contains,118
Repair and Assembly Processes,adjustment techniques,contains,118
Repair and Assembly Processes,compensation techniques,contains,118
Repair and Assembly Processes,inspection methods,contains,118
Repair and Assembly Processes,test runs,contains,118
Employ advanced maintenance techniques,Quality Management of Equipment Maintenance,isSubsectionOf,118
Quality Management of Equipment Maintenance,A Tutorial on Diagnostics and Maintenance Cases for Mechatronic Systems,isSubsectionOf,118
Quality Management of Equipment Maintenance,quality standards,contains,118
Quality Management of Equipment Maintenance,maintenance procedures,contains,118
Quality Management of Equipment Maintenance,quality inspection,contains,118
Quality Management of Equipment Maintenance,quality evaluation,contains,118
Quality Management of Equipment Maintenance,quality control points,contains,118
Quality Management of Equipment Maintenance,technical training,contains,118
Equipment Repair Quality Inspection,Quality Management of Equipment Maintenance,isSubsectionOf,118
Equipment Repair Quality Inspection,incoming inspection,contains,118
Equipment Repair Quality Inspection,process quality control,contains,118
Equipment Repair Quality Inspection,final inspection,contains,118
Equipment Repair Quality Inspection,visual inspection,contains,118
Equipment Repair Quality Inspection,trial runs,contains,118
Equipment Repair Quality Inspection,accuracy assessments,contains,118
Equipment Repair Quality Inspection,performance tests,contains,118
Quality Assurance System for Equipment Maintenance,Quality Management of Equipment Maintenance,isSubsectionOf,118
Quality Assurance System for Equipment Maintenance,planning,contains,118
Quality Assurance System for Equipment Maintenance,management,contains,118
Quality Assurance System for Equipment Maintenance,spare parts handling,contains,118
Quality Assurance System for Equipment Maintenance,production oversight,contains,118
Quality Assurance System for Equipment Maintenance,technical administration,contains,118
Quality Assurance System for Equipment Maintenance,financial control,contains,118
Spare Parts Management,A Tutorial on Diagnostics and Maintenance Cases for Mechatronic Systems,isSubsectionOf,118
Spare Parts Management,reserve quotas,contains,118
Spare Parts Management,ABC analysis,contains,118
Class A Spare Parts,Spare Parts,classifiedAs,118
Class A Spare Parts,high importance,hasProperty,118
Class A Spare Parts,challenging procurement,hasProperty,118
Class A Spare Parts,elevated costs,hasProperty,118
Class A Spare Parts,extended lead times,hasProperty,118
Class A Spare Parts,10% of types,hasProperty,118
Class A Spare Parts,80% of budget,hasProperty,118
Class B Spare Parts,Spare Parts,classifiedAs,118
Class B Spare Parts,25% of types,hasProperty,118
Class B Spare Parts,15% of budget,hasProperty,118
Class B Spare Parts,higher safety stock,hasProperty,118
Class C Spare Parts,Spare Parts,classifiedAs,118
Class C Spare Parts,65% of types,hasProperty,118
Class C Spare Parts,5% of budget,hasProperty,118
ABC analysis,Spare Parts Management,appliesTo,118
ABC analysis,DiagnosticTechnique,classifiedAs,118
reserve quotas,Spare Parts Management,appliesTo,118
inventory theory,Class A Spare Parts,appliesTo,118
critical components,Component,classifiedAs,118
critical components,detailed repair processes,canBeMaintainedBy,118
critical components,standardized adjustment methods,canBeMaintainedBy,118
precision components,Component,classifiedAs,118
precision components,detailed repair processes,canBeMaintainedBy,118
precision components,standardized adjustment methods,canBeMaintainedBy,118
Equipment,advanced maintenance techniques,canBeMaintainedBy,118
Equipment,quality management,canBeMaintainedBy,118
Equipment,repair procedures,canBeMaintainedBy,118
Equipment,work steps,canBeMaintainedBy,118
spare parts,Material,classifiedAs,118
tools,Equipment,classifiedAs,118
fixtures,Equipment,classifiedAs,118
measuring instruments,Equipment,classifiedAs,118
maintenance materials,Material,classifiedAs,118
Fault,two meanings,hasProperty,119
Fault,Failure,classifiedAs,119
Failure,different classifications,classifiedAs,119
Fault,characteristics,hasProperty,119
Equipment Failure Management,Equipment,appliesTo,119
Failure,main factors,isInfluencedBy,119
Mechanical and Electrical Equipment,common maintenance methods,canBeMaintainedBy,119
Maintenance Decision-Making,basic requirements,hasProperty,119
Review and Discussion on Question 1,Fault,contains,119
Review and Discussion on Question 1,Failure,contains,119
Review and Discussion on Question 1,Equipment Failure Management,contains,119
Review and Discussion on Question 1,Mechanical and Electrical Equipment,contains,119
Review and Discussion on Question 1,Maintenance Decision-Making,contains,119
Mechanical and Electrical Equipment,Equipment,classifiedAs,120
Mechanical and Electrical Equipment,requires precautions,hasProperty,120
Equipment Fault Diagnosis,DiagnosticTechnique,classifiedAs,120
Equipment Fault Diagnosis,covers three aspects,hasProperty,120
Implementation Process,MaintenanceMethod,classifiedAs,120
Implementation Process,summarized into four key steps,hasProperty,120
Wear Prevention,MaintenanceMethod,classifiedAs,120
Wear Prevention,specific measures,hasProperty,120
Failures of General-Purpose Components,Diagnosis and Repair,isSubsectionOf,122
Diagnosis and Repair,Chapter 2: Failures of General-Purpose Components,isSubsectionOf,122
Fault Diagnosis and Maintenance of Common Components,Chapter 2: Failures of General-Purpose Components,isSubsectionOf,122
Chapter 2: Failures of General-Purpose Components,Failure,contains,122
Chapter 2: Failures of General-Purpose Components,Equipment,contains,122
Chapter 2: Failures of General-Purpose Components,Component,contains,122
Chapter 2: Failures of General-Purpose Components,MaintenanceMethod,contains,122
Chapter 2: Failures of General-Purpose Components,DiagnosticTechnique,contains,122
Chapter 2: Failures of General-Purpose Components,FailureMode,contains,122
Failure,mechanical failures,classifiedAs,122
Failure,patterns of failure,hasProperty,122
Equipment,mechanical and electrical equipment,classifiedAs,122
Component,mechanical components,classifiedAs,122
Component,failure modes,hasProperty,122
MaintenanceMethod,Equipment,appliesTo,122
MaintenanceMethod,Component,appliesTo,122
DiagnosticTechnique,Failure,appliesTo,122
repair method,MaintenanceMethod,canBeMaintainedBy,122
Repair and Assembly of Shaft Components,2.1 Repair and Assembly of Shaft Components,isSubsectionOf,123
2.1 Repair and Assembly of Shaft Components,Shaft,contains,123
Shaft,Component,classifiedAs,123
Shaft,Equipment,isPartOf,123
Main Failure Modes of Shaft-Type Components,Methods for Disassembling Shaft-Type Components,isSubsectionOf,124
Shaft,Shaft-Type Components,isPartOf,124
Shaft ends,Shaft,isPartOf,124
Journal,Shaft,isPartOf,124
Shaft body,Shaft,isPartOf,124
fatigue fracture,FailureMode,classifiedAs,124
fatigue fracture,insufficient fatigue strength,isInfluencedBy,124
plastic deformation,FailureMode,classifiedAs,124
plastic deformation,inadequate static strength,isInfluencedBy,124
brittle fracture,FailureMode,classifiedAs,124
brittle fracture,inadequate static strength,isInfluencedBy,124
wear,FailureMode,classifiedAs,124
deformation exceeding allowable limits,FailureMode,classifiedAs,124
vibration,FailureMode,classifiedAs,124
low-carbon steel,Material,classifiedAs,124
medium-carbon steel,Material,classifiedAs,124
alloy steel,Material,classifiedAs,124
Disassembly,MaintenanceMethod,classifiedAs,124
Main Failure Modes of Shaft-Type Components,Shaft,contains,124
Main Failure Modes of Shaft-Type Components,Shaft ends,contains,124
Main Failure Modes of Shaft-Type Components,Journal,contains,124
Main Failure Modes of Shaft-Type Components,Shaft body,contains,124
Main Failure Modes of Shaft-Type Components,fatigue fracture,contains,124
Main Failure Modes of Shaft-Type Components,plastic deformation,contains,124
Main Failure Modes of Shaft-Type Components,brittle fracture,contains,124
Main Failure Modes of Shaft-Type Components,wear,contains,124
Main Failure Modes of Shaft-Type Components,deformation exceeding allowable limits,contains,124
Main Failure Modes of Shaft-Type Components,vibration,contains,124
Main Failure Modes of Shaft-Type Components,low-carbon steel,contains,124
Main Failure Modes of Shaft-Type Components,medium-carbon steel,contains,124
Main Failure Modes of Shaft-Type Components,alloy steel,contains,124
Methods for Disassembling Shaft-Type Components,Disassembly,contains,124
Dismantling and cleaning,Failure to restore mating precision,causes,125
Poor storage of removed parts,Moisture damage,causes,125
Poor storage of removed parts,Physical injury,causes,125
Failure to restore mating precision,Failure,classifiedAs,125
Moisture damage,Failure,classifiedAs,125
Physical injury,Failure,classifiedAs,125
Loss of parts,Failure,classifiedAs,125
Failure to restore mating precision,Equipment components,appliesTo,125
Moisture damage,Removed parts,appliesTo,125
Physical injury,Removed parts,appliesTo,125
Loss of parts,Individual parts,appliesTo,125
Hazardousness,Failure to restore mating precision,isInfluencedBy,125
Hazardousness,Moisture damage,isInfluencedBy,125
Hazardousness,Physical injury,isInfluencedBy,125
Hazardousness,Loss of parts,isInfluencedBy,125
Hazardousness,Decline in mechanical equipment performance,hasProperty,125
Hazardousness,Potential for complete failure,hasProperty,125
Hazardousness,Renders equipment unusable,hasProperty,125
Phenomenon,Failure to restore mating precision,contains,125
Cause Analysis,Dismantling and cleaning,contains,125
Cause Analysis,Poor storage of removed parts,contains,125
Cause Analysis,Moisture damage,contains,125
Cause Analysis,Physical injury,contains,125
Cause Analysis,Loss of parts,contains,125
Hazardousness,Hazardousness,contains,125
Prevention and Control Measures,Hazardousness,isSubsectionOf,125
Heating temperature,Components that need to be heated before removal,appliesTo,127
Components that need to be heated before removal,Component,classifiedAs,127
Kerosene,Machine parts,appliesTo,127
Kerosene,Material,classifiedAs,127
Gasoline,Precision components,appliesTo,127
Gasoline,Rolling bearings,appliesTo,127
Gasoline,Material,classifiedAs,127
Precision components,Component,classifiedAs,127
Rolling bearings,Component,classifiedAs,127
Machine parts,Component,classifiedAs,127
Debris removal,Oil holes,appliesTo,127
Debris removal,Oil passages,appliesTo,127
Debris removal,MaintenanceMethod,classifiedAs,127
Wooden plugs,Oil holes,appliesTo,127
Wooden plugs,Oil passages,appliesTo,127
Wooden plugs,Material,classifiedAs,127
Proper storage,Mechanical equipment components,appliesTo,127
Proper storage,MaintenanceMethod,classifiedAs,127
Mechanical equipment components,Component,classifiedAs,127
Surface inspection,Equipment components,appliesTo,127
Surface inspection,DiagnosticTechnique,classifiedAs,127
Dimensional accuracy inspection,Parts relevant to assembly,appliesTo,127
Dimensional accuracy inspection,DiagnosticTechnique,classifiedAs,127
Equipment components,Component,classifiedAs,127
Parts relevant to assembly,Component,classifiedAs,127
Removal Method,Chapter 2: Troubleshooting and Repair of Commonly Used Components,isSubsectionOf,128
Striking and Disengaging,Removal Method,isSubsectionOf,128
Press and pull disassembly,Removal Method,isSubsectionOf,128
Hot disassembly,Removal Method,isSubsectionOf,128
"Cleaning, Inspection, and Repair After Shaft Removal",Chapter 2: Troubleshooting and Repair of Commonly Used Components,isSubsectionOf,128
Striking and Disengaging,hammer,contains,128
Striking and Disengaging,steel hammer,contains,128
Striking and Disengaging,copper hammer,contains,128
Striking and Disengaging,wooden mallet,contains,128
Striking and Disengaging,punch,contains,128
Striking and Disengaging,copper shim,contains,128
Striking and Disengaging,aluminum shim,contains,128
Striking and Disengaging,wooden shim,contains,128
Striking and Disengaging,rolling bearing,contains,128
Press and pull disassembly,press bench,contains,128
Press and pull disassembly,pull mold,contains,128
"Cleaning, Inspection, and Repair After Shaft Removal",spindle,contains,128
"Cleaning, Inspection, and Repair After Shaft Removal",housing,contains,128
"Cleaning, Inspection, and Repair After Shaft Removal",bearing,contains,128
"Cleaning, Inspection, and Repair After Shaft Removal",washer,contains,128
hammer,Equipment,classifiedAs,128
steel hammer,Equipment,classifiedAs,128
copper hammer,Equipment,classifiedAs,128
wooden mallet,Equipment,classifiedAs,128
punch,Equipment,classifiedAs,128
copper shim,Equipment,classifiedAs,128
aluminum shim,Equipment,classifiedAs,128
wooden shim,Equipment,classifiedAs,128
rolling bearing,Component,classifiedAs,128
press bench,Equipment,classifiedAs,128
pull mold,Equipment,classifiedAs,128
spindle,Component,classifiedAs,128
housing,Component,classifiedAs,128
bearing,Component,classifiedAs,128
washer,Component,classifiedAs,128
Striking and Disengaging,MaintenanceMethod,classifiedAs,128
Press and pull disassembly,MaintenanceMethod,classifiedAs,128
Hot disassembly,MaintenanceMethod,classifiedAs,128
Striking and Disengaging,straightforward,hasProperty,128
Striking and Disengaging,risk of damage,hasProperty,128
Press and pull disassembly,even force application,hasProperty,128
Press and pull disassembly,precise control,hasProperty,128
Press and pull disassembly,reduced risk of damage,hasProperty,128
Hot disassembly,prevents parts getting stuck,hasProperty,128
Hot disassembly,prevents damage,hasProperty,128
Striking and Disengaging,simpler structures,appliesTo,128
Striking and Disengaging,"robust, non-critical components",appliesTo,128
Press and pull disassembly,larger components,appliesTo,128
Press and pull disassembly,parts with significant interference fits,appliesTo,128
Hot disassembly,significant interference fits,appliesTo,128
Hot disassembly,large components,appliesTo,128
improper technique,damage to parts,causes,128
concentrate blows on one side,cracking of the bearing raceway,causes,128
improper disassembly,compromise assembly accuracy,causes,128
bending,improper storage,isInfluencedBy,128
deformation,improper storage,isInfluencedBy,128
rusting,exposure to air,isInfluencedBy,128
Cleaning After Shaft Removal,A Practical Guide to Fault Diagnosis and Maintenance in Mechatronic Systems,isSubsectionOf,129
Inspection of the Spindle,A Practical Guide to Fault Diagnosis and Maintenance in Mechatronic Systems,isSubsectionOf,129
Cleaning After Shaft Removal,Shaft,contains,129
Cleaning After Shaft Removal,CleaningSolution,contains,129
Cleaning After Shaft Removal,Grease,contains,129
Cleaning After Shaft Removal,Hairdryer,contains,129
Cleaning After Shaft Removal,CleaningProcedure,contains,129
Inspection of the Spindle,Spindle,contains,129
Inspection of the Spindle,DialIndicator,contains,129
Inspection of the Spindle,V-shapedFrame,contains,129
Inspection of the Spindle,CoaxialityCheck,contains,129
Shaft,Component,classifiedAs,129
Shaft,CleaningProcedure,canBeMaintainedBy,129
Spindle,Component,classifiedAs,129
Spindle,CoaxialError,hasProperty,129
Spindle,FaceRunoutError,hasProperty,129
CleaningSolution,Material,classifiedAs,129
Grease,Material,classifiedAs,129
Hairdryer,Equipment,classifiedAs,129
DialIndicator,Equipment,classifiedAs,129
V-shapedFrame,Equipment,classifiedAs,129
CleaningProcedure,MaintenanceMethod,classifiedAs,129
CoaxialityCheck,DiagnosticTechnique,classifiedAs,129
JournalWear,FailureMode,classifiedAs,129
SurfaceScratches,FailureMode,classifiedAs,129
RoundnessError,FailureMode,classifiedAs,129
ConcentricityError,FailureMode,classifiedAs,129
BendingDeformation,FailureMode,classifiedAs,129
ConeHoleDamage,FailureMode,classifiedAs,129
KeywayCracks,FailureMode,classifiedAs,129
ThreadFailures,FailureMode,classifiedAs,129
CoaxialError,Failure,classifiedAs,129
FaceRunoutError,Failure,classifiedAs,129
CoaxialError,Spindle,appliesTo,129
FaceRunoutError,Spindle,appliesTo,129
JournalWear,RoundnessError,causes,129
JournalWear,ConcentricityError,causes,129
SurfaceScratches,RoundnessError,causes,129
SurfaceScratches,ConcentricityError,causes,129
Spindle,MechatronicSystem,isPartOf,129
Spindle Maintenance,Assembly Requirements for Interference-Fit Fasteners,isSubsectionOf,130
Spindle,Equipment,classifiedAs,130
Spindle,Machine,isPartOf,130
Bending deformation,FailureMode,classifiedAs,130
Bending deformation,Spindle failure,causes,130
Wear on mating surfaces,FailureMode,classifiedAs,130
Wear on mating surfaces,Spindle failure,causes,130
External loads,EnvironmentalFactor,classifiedAs,130
External loads,Bending deformation,isInfluencedBy,130
Straightening,MaintenanceMethod,classifiedAs,130
Straightening,Bending deformation,appliesTo,130
Straightening,Ordinary-precision spindle,appliesTo,130
Replacement,MaintenanceMethod,classifiedAs,130
Replacement,High-precision spindle,appliesTo,130
Brush plating,MaintenanceMethod,classifiedAs,130
Brush plating,Spindle journal wear,appliesTo,130
Chrome plating,MaintenanceMethod,classifiedAs,130
Chrome plating,Spindle journal wear,appliesTo,130
Spindle journal,Component,classifiedAs,130
Spindle journal,Spindle,isPartOf,130
Grinding,MaintenanceMethod,classifiedAs,130
Grinding,Morse taper bore wear,appliesTo,130
Sleeve installation,MaintenanceMethod,classifiedAs,130
Sleeve installation,Spindle,appliesTo,130
Morse taper bore,Component,classifiedAs,130
Morse taper bore,Spindle,isPartOf,130
Spindle Maintenance,Spindle,contains,130
Spindle Maintenance,Bending deformation,contains,130
Spindle Maintenance,Wear on mating surfaces,contains,130
Spindle Maintenance,Straightening,contains,130
Spindle Maintenance,Replacement,contains,130
Spindle Maintenance,Brush plating,contains,130
Spindle Maintenance,Chrome plating,contains,130
Spindle Maintenance,Grinding,contains,130
Spindle Maintenance,Sleeve installation,contains,130
Interference Fit,Fixed Joint,classifiedAs,131
Interference Fit,High alignment accuracy,hasProperty,131
Interference Fit,Wide-ranging applications,hasProperty,131
Interference Fit,Gear,appliesTo,131
Interference Fit,Coupling,appliesTo,131
Interference Fit,Flywheel,appliesTo,131
Interference Fit,Sprocket,appliesTo,131
Interference Fit,Pulley,appliesTo,131
Interference Fit,Bearing,appliesTo,131
Shaft,Interference Fit,isPartOf,131
Hole,Interference Fit,isPartOf,131
Pressure Application,Interference Fit,canBeMaintainedBy,131
Thermal Expansion/Contraction,Interference Fit,canBeMaintainedBy,131
Interference Fit,Surface Roughness,isInfluencedBy,131
Interference Fit,Lubrication,isInfluencedBy,131
Interference Fit,Pressing Speed,isInfluencedBy,131
Interference Fit,Axis Alignment,isInfluencedBy,131
Sliding Bearing,Simple structure,hasProperty,131
Sliding Bearing,Ease of manufacturing,hasProperty,131
Sliding Bearing,Convenient assembly and disassembly,hasProperty,131
Sliding Bearing,Strong load-carrying capacity,hasProperty,131
Sliding Bearing,Excellent shock resistance,hasProperty,131
Sliding Bearing,Vibration-absorbing properties,hasProperty,131
Sliding Bearing,Smooth operation,hasProperty,131
Sliding Bearing,Stable performance,hasProperty,131
Sliding Bearing,High rotational precision,hasProperty,131
Sliding Bearing,High starting friction resistance,hasProperty,131
Sliding Bearing,Demanding lubrication requirements,hasProperty,131
Sliding Bearing,Demanding maintenance requirements,hasProperty,131
Maintenance and Assembly of Sliding Bearings,Fault Diagnosis and Maintenance of General-Purpose Components,isSubsectionOf,131
Maintenance and Assembly of Sliding Bearings,Sliding Bearing,contains,131
Solid sliding bearing,Equipment,classifiedAs,133
Bushing,Solid sliding bearing,isPartOf,133
Bushing,Component,classifiedAs,133
Housing,Solid sliding bearing,isPartOf,133
Housing,Component,classifiedAs,133
Journal,Solid sliding bearing,isPartOf,133
Journal,Component,classifiedAs,133
Press-fitting the bushing,Assembly method,isSubsectionOf,133
Press-fitting the bushing,Section,classifiedAs,133
Hammering,MaintenanceMethod,classifiedAs,133
Press-fitting,MaintenanceMethod,classifiedAs,133
Hydraulic press,Equipment,classifiedAs,133
Hydraulic press,Press-fitting,appliesTo,133
Fixed bushing,Assembly method,isSubsectionOf,133
Fixed bushing,Section,classifiedAs,133
Screws,Component,classifiedAs,133
Locating pins,Component,classifiedAs,133
Inspection and Adjustment After Assembly,Assembly method,isSubsectionOf,133
Inspection and Adjustment After Assembly,Section,classifiedAs,133
Reaming,MaintenanceMethod,classifiedAs,133
Scraping,MaintenanceMethod,classifiedAs,133
Honing,MaintenanceMethod,classifiedAs,133
Failure Modes of Sliding Bearings,Section,classifiedAs,133
Abrasive wear,FailureMode,classifiedAs,133
Abrasive wear,Hard particles,isInfluencedBy,133
Hard particles,Material,classifiedAs,133
Scratches,FailureMode,classifiedAs,133
Scratches,Hard contour peak tips,isInfluencedBy,133
Hard contour peak tips,Material,classifiedAs,133
Galling (adhesion),FailureMode,classifiedAs,133
Galling (adhesion),Temperature rise,isInfluencedBy,133
Galling (adhesion),Pressure increase,isInfluencedBy,133
Galling (adhesion),Oil film breakdown,isInfluencedBy,133
Temperature rise,EnvironmentalFactor,classifiedAs,133
Pressure increase,EnvironmentalFactor,classifiedAs,133
Oil film breakdown,Failure,classifiedAs,133
Fatigue spalling,FailureMode,classifiedAs,133
Fatigue spalling,Repeated loading,isInfluencedBy,133
Repeated loading,EnvironmentalFactor,classifiedAs,133
Corrosion,FailureMode,classifiedAs,133
Corrosion,Oxidation of lubricant,isInfluencedBy,133
Oxidation of lubricant,Failure,classifiedAs,133
Acidic substances,Material,classifiedAs,133
Oxidation of lubricant,Acidic substances,causes,133
Installation and Maintenance of Sliding Bearings,Mechatronics System Fault Diagnosis and Maintenance Case Study Tutorial,isSubsectionOf,134
Installation and Maintenance of Sliding Bearings,Sliding Bearing,contains,134
Installation and Maintenance of Sliding Bearings,Bearing Housing,contains,134
Installation and Maintenance of Sliding Bearings,Bearing Bush,contains,134
Installation and Maintenance of Sliding Bearings,Shaft Sleeve,contains,134
Installation and Maintenance of Sliding Bearings,Dye-penetration method,contains,134
Sliding Bearing,Equipment,isPartOf,134
Sliding Bearing,Reliable operation,hasProperty,134
Sliding Bearing,Smooth performance,hasProperty,134
Sliding Bearing,Quietness,hasProperty,134
Sliding Bearing,Strong vibration absorption,hasProperty,134
Sliding Bearing,Ability to withstand significant impact loads,hasProperty,134
Sliding Bearing,Integral design,classifiedAs,134
Sliding Bearing,Split design,classifiedAs,134
Bearing Housing,Sliding Bearing,isPartOf,134
Bearing Bush,Sliding Bearing,isPartOf,134
Shaft Sleeve,Sliding Bearing,isPartOf,134
Dye-penetration method,DiagnosticTechnique,isPartOf,134
Dye-penetration method,Sliding Bearing,appliesTo,134
Dye-penetration method,Shaft surface,appliesTo,134
Scraping with a scraper,English technical document,isSubsectionOf,137
Scraping,MaintenanceMethod,classifiedAs,137
Lapping,MaintenanceMethod,classifiedAs,137
Scraper,Equipment,classifiedAs,137
Bearing shell,Component,classifiedAs,137
Journal,Component,classifiedAs,137
Bearing bushing,Component,classifiedAs,137
Bearing cap,Component,classifiedAs,137
Insufficient contact points between the journal and bearing bushing,Failure,classifiedAs,137
Insufficient contact points between the journal and bearing bushing,Bearing bushing,appliesTo,137
Insufficient contact points between the journal and bearing bushing,Journal,appliesTo,137
Insufficient contact points between the journal and bearing bushing,Bearing overheating,causes,137
Inappropriate scraping procedure,Insufficient contact points between the journal and bearing bushing,causes,137
Operator carelessness,Insufficient contact points between the journal and bearing bushing,causes,137
Bearing overheating,FailureMode,classifiedAs,137
Scraping with a scraper,Scraping,contains,137
Scraping with a scraper,Lapping,contains,137
Scraping with a scraper,Scraper,contains,137
Scraping with a scraper,Bearing shell,contains,137
Scraping with a scraper,Journal,contains,137
Scraping with a scraper,Bearing bushing,contains,137
Scraping with a scraper,Insufficient contact points between the journal and bearing bushing,contains,137
Scraping with a scraper,Bearing overheating,contains,137
Bearing overheating,Failure,classifiedAs,138
Bearing overheating,temperature increase,hasProperty,138
Bearing overheating,bearing alloy wear,causes,138
Bearing overheating,alloy melting,causes,138
Bearing overheating,machinery halt,causes,138
Bearing overheating,accelerated wear,causes,138
Bearing overheating,reduced service life,causes,138
Bearing,Component,classifiedAs,138
Bearing,Equipment,isPartOf,138
Lubricating oil,Material,classifiedAs,138
Lubricating oil,impure lubricant,isInfluencedBy,138
Lubricating oil,Bearing,appliesTo,138
Lubrication system,Component,classifiedAs,138
Lubrication system,Equipment,isPartOf,138
Lubrication system cleaning,MaintenanceMethod,classifiedAs,138
Lubrication system cleaning,Bearing overheating,canBeMaintainedBy,138
Adding lubricant,MaintenanceMethod,classifiedAs,138
Adding lubricant,Bearing overheating,canBeMaintainedBy,138
Bearing assembly,MaintenanceMethod,classifiedAs,138
Bearing assembly,improper assembly,isInfluencedBy,138
Misalignment,FailureMode,classifiedAs,138
Skewing,FailureMode,classifiedAs,138
Lack of clearance,FailureMode,classifiedAs,138
Bearing alloy,Material,classifiedAs,138
Shaft,Component,classifiedAs,138
Shaft,Equipment,isPartOf,138
Phenomenon,Bearing overheating,isSubsectionOf,138
Cause analysis,Bearing overheating,isSubsectionOf,138
Hazardous Effects,Bearing overheating,isSubsectionOf,138
Prevention and Control Measures,Bearing overheating,isSubsectionOf,138
Phenomenon,Bearing overheating,contains,138
Cause analysis,Lubricating oil,contains,138
Cause analysis,impure lubricant,contains,138
Cause analysis,Bearing assembly,contains,138
Cause analysis,Misalignment,contains,138
Cause analysis,Skewing,contains,138
Cause analysis,Lack of clearance,contains,138
Hazardous Effects,Bearing alloy,contains,138
Hazardous Effects,Shaft,contains,138
Hazardous Effects,bearing alloy wear,contains,138
Hazardous Effects,alloy melting,contains,138
Hazardous Effects,machinery halt,contains,138
Hazardous Effects,accelerated wear,contains,138
Hazardous Effects,reduced service life,contains,138
Prevention and Control Measures,Lubrication system cleaning,contains,138
Prevention and Control Measures,Adding lubricant,contains,138
Shaft Heating,Failure,classifiedAs,140
Shaft Heating,name,hasProperty,140
Shaft Heating,description,hasProperty,140
Shaft Heating,severity,hasProperty,140
Shaft Heating,transmission shaft,appliesTo,140
transmission shaft,Equipment,classifiedAs,140
oil-seal pad,Component,classifiedAs,140
rubber ring,Component,classifiedAs,140
bearing cap,Component,classifiedAs,140
Shaft Heating,friction,causes,140
friction,FailureMode,classifiedAs,140
oil-seal pad,Shaft Heating,causes,140
rubber ring,Shaft Heating,causes,140
bearing cap,Shaft Heating,causes,140
Replace the spring inside the rubber ring,MaintenanceMethod,classifiedAs,140
loosen the bearing cap screws,MaintenanceMethod,classifiedAs,140
check the clearance,DiagnosticTechnique,classifiedAs,140
adjust the clearance,MaintenanceMethod,classifiedAs,140
Shaft Heating,Replace the spring inside the rubber ring,canBeMaintainedBy,140
Shaft Heating,loosen the bearing cap screws,canBeMaintainedBy,140
