chunk_id,text,source
87,"6. Disassembly of Non-Detachable Fasteners Non-detachable fasteners include welded and riveted components, among others. Welding and riveting are considered permanent connections and are typically not disassembled during maintenance. For dismantling welded components, methods such as sawing, plasma cutting, or first drilling small pilot holes with a drill bit before sawing can be used. Alternatively, oxy-acetylene flame cutting is also effective. As for riveted components, the rivet heads can be removed by chiseling, sawing, or gas cutting, or the rivets themselves can be drilled out using a drill. When performing these operations, care should be taken to avoid damaging the base parts. 1.4.5 Factors to Consider When Repairing Mechanical Part Failures",text-EN.txt
88,"During operation,机电设备 inevitably experience gradual wear, deformation, fracture, corrosion, and other forms of failure in their components. As a result, the equipment's precision,  performance, and productivity decline, potentially leading to malfunctions, accidents, or even complete报废 (scrapping). This underscores the critical need for timely maintenance and  repairs. In restorative maintenance, all measures are aimed at restoring the equipment as quickly and cost-effectively as possible. Effectively eliminate failures to enhance the e quipment's overall utilization rate. Additionally, implementing repair techniques to restore failed components can efficiently achieve this goal. When repairing damage or defects i n mechanical parts, several methods and techniques may be available, but determining the best approach depends on considering the following factors. (1) Consider the compatibility  of the selected repair technique with the part material. When choosing a repair method, the first step should be to determine whether the technique is suitable for the material of  the component being repaired. For instance, manual arc welding is ideal for low-carbon steel, medium-carbon steel, and alloy structural steels—A Case Study Guide for Fault Diagnosi s and Maintenance of Mechanical and Electrical Systems. 38 And stainless steel. Arc surfacing under a flux layer is suitable for low-carbon and medium-carbon steels. Chrome plating  technology works well with carbon structural steels, alloy structural steels, stainless steels, and gray cast iron. Bonded repair methods can firmly join parts made of various met allic and non-metallic materials. Spray coating has a broad applicability—almost any type of metal part, including carbon steel, alloy steel, cast iron components, and the vast maj ority of non-ferrous metal parts, can be coated. However, among metals, only a few non-ferrous materials pose challenges for spraying, such as pure copper; additionally, materials  primarily composed of tungsten or molybdenum are also difficult to coat effectively. (2) Consider the patching layer thicknesses that each repair technique can provide. Since the d egree of wear varies across different parts, the required thickness of the repair layer to compensate for wear will also differ. Therefore, when selecting a repair technique, it’s  important to understand the maximum patching layer thickness achievable by each method.",text-EN.txt
89,"(3) The mechanical properties of the repair layer—such as its strength and hardness—as well  as the bond strength between the repair layer and the component, and the changes in surface strength of the part after repair—are critical indicators for evaluating repair quality  and serve as the basis for selecting the appropriate restoration technique. (4) Consider the operating conditions and requirements of the mechanical parts. When selecting a repair  technique, the working condition of the part should be taken into account. For example, For example, when mechanical parts operate under rolling conditions, the contact surfaces between the two components experience high contact stresses, making repair techniques like chrome plating, spray welding, and overlay welding particularly suitable. In contrast, when mechanical parts function under sliding conditions—where contact stresses are lower—the range of applicable repair technologies becomes much broader. When selecting a repair technique, it’s important to consider whether the mechanical part can still meet operational requirements after restoration. For instance, if the chosen repair method involves high temperatures during application—such as gas welding or electric welding—it may cause annealing of the mechanical component, compromising the original surface’s heat-treated properties and increasing thermal deformation and residual stresses. Techniques like patch welding or buildup welding, which involve high-temperature processes, are therefore best suited only for non-quenched parts, components that undergo post-weld machining or reshaping, or parts requiring subsequent heat treatment after welding. (5) Consider production feasibility. When selecting repair technologies, it’s essential to take into account the practicality of production, aligning the choice with the existing equipment in the company’s repair workshop, the current level of repair expertise, and the efficiency of the repair production management system. (6) Consider cost-effectiveness. When selecting a repair technique, economic factors should be taken into account. The repair cost of the part and the extended service life after repair should be combined to comprehensively evaluate and measure the economic viability of the chosen repair method. When selecting a parts repair process, it’s essential to consider multiple factors comprehensively rather than focusing on just one aspect. On one hand, you must evaluate the technical requirements of the part being repaired; on the other hand, you should assess the specific characteristics of the repair process itself. Additionally, it’s crucial to align the chosen method with your company’s existing repair capabilities and technical expertise. By doing so, you can ensure the process is both technically sound, economically viable, and practically feasible—ultimately leading to the optimal repair solution. 1.4.6 Methods for Repairing Mechanical Parts 1. Repair Dimension Method For certain mating dimensions, wear and other factors can alter the nature of the fit, leading to component failure. In such cases, cutting processes or other methods can be employed to restore the shape accuracy, positional accuracy, surface roughness, and other technical specifications of the worn areas on the primary part. Meanwhile, the complementary, simpler component—whether a new part manufactured to the correct dimensions while maintaining its original fit characteristics, or a repaired version—is produced accordingly. The dimension obtained after this reconditioning process is referred to as the ""repair size."" This approach is economically advantageous and ensures consistent quality since it involves machining directly on the existing component. However, it does reduce the strength and rigidity of the part, and it also necessitates replacing or repairing the mating component, thereby complicating the interchangeability of parts. The repair dimensioning method is primarily used to restore parts with relatively complex structures, while the corresponding complementary part is typically simpler—such as journal bearings, transmission threads, keyways, or sliding guides. Chapter 1: Fundamentals of Fault Diagnosis and Maintenance for Mechanical and Electrical Equipment 39 2. Inlaying Component Method After localized wear of a part, and provided the structure and strength allow, add a component to compensate for the portion removed due to wear or repair, thereby restoring the original dimensions and precision. 3. Local Repair and Replacement Method The localized repair and replacement method restores a part's functionality by addressing worn or damaged areas through techniques such as local repairs, adjustments, repositioning, or partial replacements. 4. Plastic Deformation Method By leveraging the plastic deformation properties of metallic materials, this method allows excess material from non-functional areas of a part to be redistributed onto worn regions under specific external forces, thereby restoring the part’s original shape and dimensions. This approach not only alters the part’s geometry but also modifies its mechanical properties and microstructure. The primary techniques include upsetting, extrusion, expansion, and thermal straightening. When repairing low-carbon steel or non-ferrous metal parts that have not undergone heat treatment, plastic deformation can be performed without heating. For medium- and high-carbon steel parts or alloy steel parts, heating is required during plastic deformation repair. In the case of quenched parts undergoing plastic deformation repair, they must first be subjected to high-temperature tempering or annealing. 5. Metal Riveting Method This method uses specially designed connectors made from metal materials to mechanically and securely rejoin cracked or broken machine components into a single unit. It is characterized by being operated at room temperature, preventing thermal deformation and avoiding stress concentrations. The equipment is simple, and the process is easy to perform. Primarily, this technique is used to repair cracks or fractures in large castings—but it is not recommended for thin-walled castings smaller than 8 mm in thickness. There are strong-buckle bonding, tight-buckle bonding, premium-buckle bonding, and thermal-buckle bonding methods. For the specific processes of each bonding method, please refer to the relevant references. 6. Weld Repair Method The process of welding—where two or more materials (either identical or different) are joined permanently by heating, applying pressure, or combining both methods to achieve atomic-level bonding—is known as welding. At its core, this technique involves repairing damaged parts such as those with cracks or fractures, as well as building up wear-resistant and corrosion-resistant weld layers onto the surfaces of failed components. Its primary purpose is to restore most metal parts that have suffered damage due to wear, breakage, cracking, pitting, or other forms of deterioration. The advantages of the welding repair method include high bonding strength, simple welding equipment, mature technology, no limitations on part size, low cost, high efficiency, and great flexibility. The downside is that, due to the high welding temperature, it can easily cause changes in the microstructure, leading to stress and deformation. Additionally, it’s not suitable for repairing parts that require high precision, are slender, or relatively thin, as these components are prone to defects such as porosity, slag inclusion, and cracking. Welding techniques are primarily applied to metallic base materials, with commonly used methods including arc welding, argon arc welding, CO2 shielded welding, oxy-acetylene welding, laser welding, and more. Non-metallic materials like plastics can also be welded using specialized techniques. Future welding processes will focus on developing new welding methods, equipment, and materials to further enhance welding quality, safety, and reliability. This includes improving existing welding energy sources such as arc, plasma arc, electron beam, and laser technologies. Additionally, advancements in electronics and control technologies will be leveraged to optimize the process performance of arcs, while also enabling the development of reliable, lightweight arc-tracking systems. On the other hand, efforts will be made to elevate the level of welding mechanization and automation. For instance, welders will increasingly feature program-controlled or digitally controlled systems. Specialized automated welding machines capable of handling the entire process—from preparation and welding to quality monitoring—will be developed. Moreover, on automated welding production lines, numerically controlled welding manipulators and robots will be widely adopted and scaled up, boosting overall welding productivity while significantly improving workplace hygiene and safety conditions. Case Study Tutorial on Fault Diagnosis and Maintenance of Mechatronic Systems",text-EN.txt
90,40,text-EN.txt
91,"Gas welding A welding method that uses the flame generated by the combustion of a flammable gas mixed with an oxidizing gas as a heat source, melting both the workpiece and the filler material to achieve atomic-level bonding. The primary oxidizing gas is oxygen, while common flammable gases include acetylene, liquefied petroleum gas, and others. Oxygen-acetylene gas welding equipment primarily includes oxygen cylinders, acetylene cylinders (if acetylene is used as the combustible gas), pressure regulators, welding torches, and hoses. Since the gas cylinders used to store these flammable and explosive gases are pressure vessels, this method is one of the most hazardous among all welding techniques. Advantages of gas welding: simple equipment, flexible use; excellent adaptability for welding cast iron and certain non-ferrous metals; and a valuable option when welding is needed in areas with insufficient power supply. Drawbacks of gas welding: lower production efficiency; significant workpiece deformation and a larger heat-affected zone after welding; and greater difficulty in achieving automation. The flame temperature typically ranges from 2,700 to 3,300°C, making it suitable for welding various materials. It is virtually compatible with almost all metallic materials, particularly well-suited for thin sections less than 6 mm thick. Additionally, it excels in welding aluminum, aluminum alloys, copper, and copper alloys. The thickness can be thicker.",text-EN.txt
92,"Shielded Metal Arc Welding Shielded metal arc welding (SMAW), also known as manual arc welding, is an arc welding process in which a welder manually controls the electrode while using the electric arc generated between the electrode and the workpiece to locally heat and melt both the electrode and the base material for joining. It remains the most widely used welding method today. The advantages of this method include: simple equipment that’s easy to maintain, flexible operation, and the ability to weld seams in any spatial position—essentially anywhere the electrode can reach—making it highly versatile across a wide range of applications. The drawbacks are: high requirements for welders, poor working conditions, and low production efficiency. The equipment used in shielded metal arc welding is an arc welder, which has a simple structure and mainly consists of two parts: the arc welding power source and the welding clamp. Welding electrode arc welding equipment should be used with the following precautions. (1) Check that the wiring is correct and ensure the equipment casing is properly grounded. If a welder experiences electric shock, first disconnect the power supply before administering first aid. (2) When operating the power switch, always wear dry gloves and avoid standing directly in front of it to prevent facial burns caused by arc sparks. (3) Welding cables must not be placed near the welding machine or on hot metal welds, and they should also be protected from collisions and abrasion.",text-EN.txt
93,"(4) When stopping work, disconnect the power promptly, and ensure equipment is properly covered when working outdoors. This method can weld a variety of metal materials and accommodate different structural shapes, enabling welding in virtually any position with convenient operation. When selecting welding electrodes, it’s essential to consider the material properties of the workpiece, the working conditions, and the specific structural features. The diameter of the electrode typically varies depending on the thickness of the weldment, as there is a direct relationship between welding current and electrode diameter. During welding, the thickness of each weld pass should generally not exceed 5 mm; however, for thicker workpieces, multi-pass welding may be recommended. 3) Surfacing Welding Using welding techniques, a layer or several layers of material with desired properties are deposited onto the part. This process can restore the part's dimensions and even enhance its performance by improving the surface characteristics of the component. Compared to the entire machine part, the weld overlay is typically very thin, with the primary requirement being high surface wear resistance. Notably, the weld overlay material often differs from the base material, which can lead to challenges in weldability due to these material property differences. Handheld arc surfacing equipment is simple, flexible, and cost-effective, making it particularly suitable for irregularly shaped parts and components that are difficult to access. However, it has low productivity and can be challenging to achieve thin, uniform surfacing layers. Chapter 1: Fundamentals of Mechanical and Electrical Equipment Fault Diagnosis and Maintenance, p. 41 4) Brazing",text-EN.txt
94,"Use a metal material with a melting point lower than that of the base material as the brazing filler metal, and heat the workpieces—where the filler metal has been placed—to a temp erature above the filler metal's melting point but below the base material's melting point. The method of joining components by using a liquid brazing filler metal that wets the ba se material at its melting point, fills the joint gap, and then diffuses into the base material to form a strong bond is called brazing. Brazing is divided into hard brazing and so ft brazing. Brazing performed using filler metals with melting points above 450°C is commonly referred to as hard brazing, examples include copper brazing and silver brazing; while  brazing conducted with filler metals having melting points below 450°C is typically called soft brazing, such as tin soldering and lead soldering. Brazing has the following charac teristics: ① It requires lower heating temperatures, resulting in minimal changes to the microstructure and mechanical properties of the workpiece. ② The molten braze filler metal fills the gaps between the metals being joined via capillary action, leading to excellent gas-tightness in the weld. ③ The workpiece experiences little deformation, producing smooth and even joints. ④ Can join dissimilar materials. ⑤ Low weld strength. Brazing methods can technically be divided  into two types: soldering iron brazing and flame brazing. (1) Soldering with a soldering iron. The solder and the area to be welded are heated using an electric soldering iron, mak ing it suitable for soft soldering applications where temperatures remain below 300°C—such as with tin-lead or lead-based solders. When soldering thin or small components, a flux i s typically required. The power rating of the soldering iron should be selected based on the type of solder, the material of the workpiece, and the shape and size of the component. (2) Flame brazing. This method uses a flame to heat the braze alloy and the area to be joined, making it suitable for hard brazing applications where temperatures exceed 300°C. It  is particularly ideal for workpieces whose shape, size, or equipment constraints make other brazing methods impractical. Commonly used brazing alloys include copper-zinc, copper-p hosphorus, silver-based, aluminum-based, and zinc-aluminum alloys, enabling the joining of materials such as steel, stainless steel, cemented carbides, cast iron, copper, silver, a luminum, and their respective alloys. Since brazed joints typically exhibit lower strength compared to other welding techniques, brazing is generally recommended for repairing cracks and fractures in components that do not require high structural integrity. Additionally, designing and selecting an appropriate joint configuration is crucial to enhance the overall strength of the assembly. Brazing is especially well-suited for addressing localized defects—such as abrasions or scratches—on low-speed moving parts. 7. Electroplating Repair Technology Electroplating is a process that uses electrolysis to deposit metal onto the surface of a part, forming a metallic coating. The electroplating repair method not only restores the dimensions of worn parts but also enhances their surface quality—particularly improving wear resistance and corrosion resistance. Electroplating repair technology is a widely used technique for restoring component dimensions under low-temperature conditions. Compared to welding repair methods, it avoids the various issues caused by localized high temperatures, while the bond strength between the electroplated layer and the substrate is nearly equivalent to that achieved with welding repairs. This technique leverages the principle of electrolysis: metal ions from the plating solution are reduced into metallic atoms, which then deposit onto the metal surface, forming a repair layer with strong adhesion and precise thickness control. Common applications include chrome plating, low-temperature iron plating, and brush plating. 8. Thermal Spraying and Spray Welding Repair Method Thermal Spray Repair Technology Thermal spraying technology involves using a heat source to melt or partially melt the coating material, which is then sprayed onto a pre-treated su bstrate surface at a controlled speed, forming a coating that bonds firmly to the base material of the workpiece. Utilizing thermal spray repair technology allows for the creation  of a specialized working surface on ordinary materials, enabling them to achieve a variety of functions such as corrosion resistance, wear resistance, friction reduction, high-temp erature protection, antioxidant properties, thermal insulation, electrical insulation, conductivity, and even microwave radiation shielding. Thermal spray technology is a key compo nent of surface processing techniques, accounting for approximately one-third of all surface engineering technologies. Based on the type of heat source used to heat the spraying ma terial, thermal spraying can be categorized into: ① Flame-based methods, including flame spraying, detonation spraying, and supersonic spraying; ② Arc-based methods, comprising arc spraying and plasma spraying; ③ Electrothermal methods, such as electro-explosive spraying, induction heating spraying, and capacitive discharge spraying; ④ Laser-based methods, specifically laser spraying. Case Study Tutorial on Fault Diagnosis and Maintenance of Mechatronic Systems",text-EN.txt
95,"42 If classified by spraying or thermal spraying materials, they can be divided into wire-shaped and  powder-form types. Thermal spray repair technology offers numerous advantages, as detailed below. (1) The equipment is lightweight and can be installed on-site.",text-EN.txt
96,"(2) The process is  flexible, requires few operational steps, allows for quick repairs, and reduces machining time. (3) Highly adaptable, generally unrestricted by workpiece size or site conditions. ( 4) Coating thickness can be controlled. (5) Apart from spray welding, the base material is heated to a lower temperature, resulting in minimal workpiece deformation and only slight  changes in microstructure and mechanical properties. (6) Components made from various substrate materials can be used to prepare a wide range of protective and functional coatings  on nearly all solid material surfaces. However, it’s important to remember that spray painting is an extremely hazardous task. Operators must always keep the following warnings in  mind: High-speed, high-temperature spray jets can cause injury to both people and equipment; spray dust is harmful to health—so ensure proper dust control and adequate ventilation ; loud spray noise may damage hearing—always wear ear protection; and radiation from the spray arc can harm your eyesight—make sure to wear safety goggles. Spray Welding Repair Technology If the thermal spray coating is further heated until both the coating and the substrate surface reach a molten state, allowing them to fuse together through metallurgical bonding and forming a robust working layer, this technique is known as spray welding repair technology. The materials used in spray welding can include various metals, alloys, or even non-metals, while the substrate material itself can also be made from a wide range of metals, alloys, or non-metals. The thickness of the spray-welded coating typically ranges from 0.5 mm to several millimeters, and the resulting coating structure is porous, which helps retain oil, leading to excellent lubrication and wear resistance. The spray welding process itself is straightforward. Single, short repair cycles, high productivity, and low costs. The spray welding repair technique can effectively enhance and improve the performance of part surfaces, such as oxidation resistance, electrical conductivity, insulation properties, and thermal insulation. However, the bond strength of the sprayed coating is relatively low, so caution should be exercised during application. Spray welding repair can restore the dimensions of worn components, such as machine tool spindles, crankshafts, camshaft journals, motor rotor shafts, machine tool guides, and slides. It can also be used to repair defects in castings, like sand holes and porosity. Additionally, applying a wear-resistant material—such as phosphor bronze or aluminum bronze—to areas requiring enhanced durability can significantly improve the component's resistance to wear. Meanwhile, spraying protective coatings onto specific areas can boost the part's corrosion resistance and other performance characteristics. Bonding and Coating Repair Techniques The method of joining parts made of the same or different materials into a single unit using adhesives, or of repairing worn or damaged compon ents, is known as bonding and repair bonding. Bonding can be used to fix broken parts, replacing screw connections when installing guide rail plates. It can also involve applying a dhesive to the worn areas of components—such as shafts or holes—followed by machining to restore their dimensions and geometric accuracy. Additionally, adhesives are employed to se al the mating surfaces between housings and lids, as well as pipe joints, ensuring both a tight seal and secure locking of threaded connections. Furthermore, adhesives can fill def ects like sand holes, air pockets, and porosity in castings, effectively preventing leaks and other issues. The bonding process has several advantages: First, it offers strong adhe sive strength and can bond a wide range of materials—everything from various metals to non-metallic substances. First, it provides strong adhesion and can bond dissimilar materials  together. Second, the process operates at relatively low temperatures, preventing thermal deformation of the bonded materials. Third, after bonding, the integrity and surface fini sh of the original components remain intact, with no stress concentrations formed. Additionally, the adhesive joint exhibits excellent chemical stability, insulation properties, an d sealing performance. Finally, the bonding process is simple, cost-effective, and allows for quick repair times. The drawback of the bonding process is that it lacks high-temperat ure resistance—organic adhesives typically can only withstand long-term operation up to 150°C. Inorganic adhesives can withstand high temperatures of up to 700°C; however, they exh ibit poor impact resistance and aging performance. Compared to welding, their bonding strength is relatively low. Nowadays, plastic components are increasingly used in engineering  applications. Plastics are broadly categorized into two types: thermoplastics and thermosets. For bonding thermoplastic parts, both hot-melt adhesive bonding and solvent-based adhe sive bonding methods can be employed. The specific procedures are outlined below. Chapter 1: Fundamentals of Fault Diagnosis and Maintenance for Mechanical and Electrical Equipment 43 (1) Hot-melt bonding method. The surfaces to be bonded are heated and melted using electric heat, hot air, or frictional heat, then pressed together under sufficient pressure u ntil they cool and solidify. For most thermoplastic materials, heating the surface to 150–230°C is sufficient for bonding. (2) Solvent bonding method. Apply the appropriate solvent  to the bonding area, allow it to soften the plastic, and then bring the surfaces together while applying pressure. Force ensures strong adhesion once the solvent has evaporated, s uch as when polyethylene dissolves in xylene. If the solvent is chosen appropriately, the results are even better—however, thermosetting plastics remain insoluble in the solvent. Surface Enhancement Technologies Surface enhancement technology refers to a process that modifies the microstructure and properties of a part's surface, making them distinct from those of the base material. This technique can significantly improve the surface’s hardness, strength, wear resistance, and corrosion resistance. Specifically, it includes several methods such as surface mechanical strengthening, surface heat treatment strengthening, chemical heat treatment strengthening, laser surface treatment, and electrical discharge machining-based surface enhancement. Surface Mechanical Strengthening Surface mechanical strengthening involves inducing compressive deformation in the metal surface of a part through methods such as shot peening, roll forming, and internal extrusion, creating a hardened layer measuring 0.3 to 1.5 mm in thickness on the surface. Shot peening involves blasting high-velocity projectiles onto a component's surface, inducing intense plastic deformation in the metal material and creating a cold-worked layer with elevated residual stresses—known as the shot-peened layer. Shot peening enhances a material's resistance to fatigue fracture, preventing fatigue failure, plastic deformation, and brittle fracture while extending its fatigue life. It is suitable for use in a wide range of industries, including machinery, aerospace, marine applications, petroleum, mining, railways, transportation, heavy machinery, and military equipment. Rolling enhancement involves using a diamond or other type of rolling head to apply a specific rolling force onto the surface of a part. A method that induces hardening of the rolled surface through strain-induced strengthening, thereby enhancing the mechanical properties of the component's surface. Surface Heat Treatment Strengthening and Chemical Heat Treatment Strengthening (1) Surface heat treatment strengthening. Surface heat treatment is a metal heat treatment process that involves heating only the surface layer of a workpiece to alter its mechanical properties. To heat only the surface of the workpiece without allowing excessive heat to penetrate into its interior, the heat source used must have a high energy density—meaning it delivers significant thermal energy over a small area of the workpiece, enabling the surface or specific regions to reach extremely high temperatures in a short or even instantaneous time. The main methods of surface heat treatment include flame quenching and induction heating, while common heat sources include flames such as oxy-acetylene or oxy-propane, as well as induced currents, lasers, and electron beams. (2) Surface chemical heat treatment strengthening. Surface chemical heat treatment is a metal heat treatment process that alters the chemical composition, microstructure, and properties of a workpiece's surface layer. Unlike surface heat treatment, which primarily modifies the material's surface properties through temperature changes, surface chemical heat treatment specifically targets the chemical composition of the surface layer. Chemical heat treatment involves heating a workpiece in a medium containing carbon, nitrogen, or other alloying elements—such as gas, liquid, or solid—and holding it at that temperature for an extended period. This process allows elements like carbon, nitrogen, boron, and chromium to diffuse into the surface of the workpiece. After diffusion, additional heat treatment processes, such as quenching and tempering, may be carried out as needed. The main methods of chemical heat treatment include carburizing, nitriding, and metal impregnation. 3) Laser Surface Treatment Heating is achieved using a laser beam, which rapidly melts a thin layer of the workpiece surface to a specific depth. Simultaneously, alloy elements are applied to the workpiece surface via methods such as vacuum evaporation, electroplating, or ion implantation. Under laser irradiation, these elements fully fuse with the base metal, and after solidification, a specially engineered alloy layer—ranging from 10 to 1,000 micrometers thick—is formed on the mold surface, exhibiting unique properties. The cooling rate during this process is equivalent to… Quenching with Rapid Cooling: A Case Study Tutorial on Fault Diagnosis and Maintenance of Mechatronic Systems",text-EN.txt
97,44,text-EN.txt
98,"4) Electrical Discharge Surface Enhancement By using the discharge effect of an electric spark, a conductive material is applied and melted into the surface of another conductive material, thereby altering the surface properties of the latter. 1.5 Mechanical and Electrical Equipment Maintenance Management",text-EN.txt
99,"1.5.1 The Significance of Equipment Management Strengthening equipment management and ensuring proper maintenance will keep machinery consistently in excellent condition, thereby extending its lifespan. This not only plays a critical role in boosting production volume and variety, enhancing labor productivity, reducing consumption, lowering costs, and safeguarding worker safety—but also significantly contributes to upgrading the company’s overall production technology, accelerating industrial growth, and protecting productive capacity. Equipment management is an extremely important task—only by effectively managing equipment can organizations achieve optimal economic results with minimal human, financial, and material resources. This, in turn, allows for the full realization of equipment potential, enabling businesses to better meet production goals. Especially in modern manufacturing, prioritizing sound equipment management is a fundamental principle that must be followed. Equipment maintenance management is an important component of enterprise management. Its primary tasks include: maximizing Effectively collecting and utilizing equipment information resources allows for the strategic management of manpower, materials, funds, equipment, and technology within the maintenance system, ensuring that maintenance operations achieve optimal quality and maximum efficiency. The key components of maintenance management include maintenance information management, maintenance planning, maintenance technology, process and quality control, spare parts management, and maintenance economic management. In modern enterprises, management is inseparable from technology, while the effective application of engineering technologies relies on sound management practices. Equipment engineering technicians, who are well-versed in equipment maintenance management principles and methods, should seamlessly integrate technical expertise with managerial skills. To this end, this section will outline the key aspects, methodologies, and practical applications of equipment maintenance management. 1.5.2 Information Management for Equipment Maintenance In corporate equipment maintenance activities, it is often necessary to make various technical and economic decisions, and the basis for these decisions is information. Breath. Without a systematic and reliable information system, effective management becomes difficult to implement. Therefore, the task of equipment maintenance information management is to establish a comprehensive information system that collects, stores, and organizes all types of equipment-related data, while also enabling data processing, output, and feedback—ultimately supporting informed economic and technical decision-making for equipment management. 1. Classification of Equipment Maintenance Information Equipment maintenance information can be complex, but it can generally be categorized using the following methods. 1) Categorized by equipment in the early versus later stages This classification method divides equipment information into two major systems—early-stage and later-stage—and further breaks them down into numerous subsystems. Within these subsystems, various types of equipment are grouped, ultimately leading to a detailed breakdown for each individual device. The approach is straightforward and clear, making it easy to process, organize, and access the information. 2) Categorized by equipment management objectives and performance indicators",text-EN.txt
100,"Enterprise authorities, investors, and business operators all need to understand and monitor key indicators, such as output value per ten thousand yuan. Chapter 1: Fundamentals of Mechanical and Electrical Equipment Fault Diagnosis and Maintenance 45 Repair costs, equipment integrity rate, maintenance expenses per 10,000 yuan of equipment value, and more. To facilitate statistical analysis, equipment information can be categorized into five main types: investment planning data, asset and spare parts information, technical condition data, maintenance schedule details, and personnel information. Each category can further be broken down into numerous sub-items and specific evaluation metrics, making it easier to conduct comprehensive classification-based analysis. 3) Categorized from a maintenance perspective Equipment information can be categorized into equipment status information, equipment maintenance information, equipment failure or accident information, repair work information, repair material information, repair personnel information, repair cost information, and related information, among others. 2. Functions of the Computer Repair Information System In modern enterprises, a computer maintenance information system can either serve as a subsystem within the company's management system or operate as an independent system altogether. The functionality of a computer maintenance information system is closely tied to the configuration of both the hardware and software components of computers. Currently, several versatile equipment management software solutions have already been integrated into the system software. The computer maintenance information system offers the following key functions in equipment repair and management: 1) Process Control Function The process control function can be used to monitor equipment operating conditions and detect key performance parameters such as vibration, noise, ultrasound, temperature rise, cooling status, lubrication condition, and environmental factors, providing critical information to guide maintenance activities. 2) Engineering Design and Calculation Functionality The engineering design and calculation function enables mechanical analysis and computations for various equipment and maintenance tooling, as well as supports computer-aided design and drafting, along with diverse optimization processes. 3) Information Processing Function The information processing function handles various types of data in maintenance management, covering the following 5 aspects: (1) Equipment Ledger Management. Store the original data and documentation for all company equipment in a computer system, allowing you to generate workshop equipment ledgers and equipment lists by model—in various formats—as needed. (2) Equipment classification, sorting, querying, and retrieval. Categorize and sort equipment supply information available in the market, storing it in the system to provide insights when companies update or add new equipment. (3) Equipment Maintenance Planning Management. When determining equipment maintenance plans, you can refer to equipment records, maintenance information, and diagnostic data stored in the computer system, and, based on actual conditions, use the computer to develop annual, quarterly, and monthly equipment maintenance schedules. (4) Maintenance Spare Parts Management. By entering the enterprise equipment maintenance spare parts’ demand information, inventory details, and inbound/outbound records into the computer system, users can instantly access real-time inventory status and generate statistical reports. Additionally, an alert notification can be automatically triggered when the current stock level drops below the predefined warning threshold. (5) Other functions. The computer system can also provide service functionalities to the maintenance system, including personnel management, financial management, and technical and process management. 1.5.3 Equipment Maintenance Plan Management The enterprise's equipment management department conducts planned, appropriately scaled maintenance on its equipment. When carrying out specific maintenance tasks, it’s also essential to organize resources effectively to ensure the progress, quality, and efficiency of the repairs. This planning and organizational process is known as Maintenance Planning Management. It comprises two key components: first, a macro-level maintenance plan (including annual, quarterly, and monthly schedules); and second, a detailed tutorial on micro-level mechanical and electrical system fault diagnosis and repair cases. 46 The work plan refers to a specific operational process, such as a major overhaul schedule for a machine, and is characterized by its closer relationship to process technology. Standard Workload for Equipment Maintenance The equipment maintenance work quotas serve as the basis for developing equipment maintenance plans and organizing repair operations. Accurately establishing these maintenance quotas enhances the scientific rigor and predictive capability of maintenance planning, facilitates thorough preparation before repairs begin, and ensures that maintenance activities are conducted in a more cost-effective and rational manner. Before drafting mechanical and electrical equipment maintenance plans, it is essential to first define various maintenance quotas. The main equipment maintenance quotas include: equipment maintenance complexity factor, maintenance labor-hour quota, maintenance downtime quota, maintenance cycle and interval period, and maintenance cost quota. 1) Equipment Maintenance Complexity Factor The equipment maintenance complexity factor, also known as the maintenance complexity unit or simply the maintenance unit, is a hypothetical measure used to assess the intricacy of equipment repair tasks, determine the associated workload, and establish standard benchmarks for various metrics. This assumed unit represents the maintenance effort required for a specific type of machinery, with its value determined by factors such as the equipment's structural design, dimensions, size, and precision levels. In general, the more complex the equipment's structure, the larger its physical dimensions, and the higher the machining accuracy demanded, the greater its maintenance complexity factor will be. For instance, in metal-cutting machine tools, the C620 lathe—typically featuring a maximum workpiece diameter of 400 mm and a maximum workpiece length of 1,000 mm—is often used as the benchmark machine. Its maintenance complexity factor is standardized at 10. As for electrical equipment, the focus shifts to… A protected cage-type synchronous motor with a rated power of 0.6 kW is standard equipment, and its maintenance complexity factor is specified as 1. For other machinery and equipment, the maintenance complexity factor can be determined by comparing their structure, size, precision, and other characteristics to those of the standard unit. Once a labor quota for one maintenance unit (represented by ""R"") has been established, the maintenance workload for any other type of machine can be calculated based on this unit. Additionally, maintenance downtime quotas and cost estimates can also be derived using the maintenance unit as a benchmark. The enterprise's supervisory authority has determined the maintenance complexity factors for various types of equipment and machine tools (establishing separate complexity factors for mechanical and electrical systems), and formulated these into company standards for use during equipment maintenance activities.",text-EN.txt
